summary_time,moor_num,berth_num,stay_num,moor_dwt,berth_dwt,stay_dwt,total_wait_duration,total_berth_duration,total_stay_duration
2021-10-05 12:00:00+08,4,12,16,358472,1260366,1618838,449.71,246.2,695.91
2021-10-05 16:00:00+08,3,12,15,227438,1260366,1487804,450.49,294.2,744.69
2021-10-05 20:00:00+08,3,13,16,227438,1313611,1541049,480.94,296.56,777.5
2021-10-06 00:00:00+08,3,12,15,227438,1300550,1527988,492.94,318.93,811.87
2021-10-06 04:00:00+08,3,12,15,227438,1221845,1449283,504.94,294.92,799.86
2021-10-06 08:00:00+08,3,12,15,227438,1265404,1492842,516.94,276.75,793.69
2021-10-06 12:00:00+08,3,12,15,227438,1340735,1568173,528.94,300.24,829.18
2021-10-06 16:00:00+08,3,11,14,227438,1192769,1420207,540.97,266.37,807.34
2021-10-06 20:00:00+08,3,13,16,227438,1410068,1637506,552.97,315.17,868.14
2021-10-07 00:00:00+08,2,12,14,117470,1329066,1446536,526.37,350.61,876.98
2021-10-07 04:00:00+08,0,10,10,0,1141317,1141317,252.23,308.79,561.02
2021-10-07 08:00:00+08,1,12,13,79443,1262199,1341642,435.48,302.35,737.83
2021-10-07 12:00:00+08,1,11,12,79443,1206890,1286333,488.36,267.47,755.83
2021-10-07 16:00:00+08,1,10,11,79443,1121177,1200620,492.36,279.48,771.84
2021-10-07 20:00:00+08,1,11,12,79443,1162845,1242288,496.34,297.88,794.22
2021-10-08 00:00:00+08,2,12,14,223593,1169729,1393322,503.54,342.33,845.87
2021-10-08 04:00:00+08,2,12,14,223593,1169729,1393322,511.54,390.33,901.87
2021-10-08 08:00:00+08,2,9,11,223593,747447,971040,267.32,224.58,491.9
2021-10-08 12:00:00+08,1,7,8,79443,584290,663733,260.15,201.06,461.21
2021-10-08 16:00:00+08,1,8,9,79443,815107,894550,181.54,199.15,380.69
2021-10-08 20:00:00+08,3,10,13,257051,978124,1235175,109.76,199.15,308.91
2021-10-09 00:00:00+08,3,12,15,257051,1121486,1378537,121.78,241.18,362.96
2021-10-09 04:00:00+08,3,12,15,257051,1121486,1378537,133.78,289.18,422.96
2021-10-09 08:00:00+08,3,12,15,257051,1121486,1378537,145.78,337.18,482.96
2021-10-09 12:00:00+08,2,8,10,129975,854281,984256,89.74,230.98,320.72
2021-10-09 16:00:00+08,2,7,9,129975,790881,920856,97.73,241.91,339.64
2021-10-09 20:00:00+08,2,9,11,129975,893460,1023435,132.29,246.92,379.21
2021-10-10 00:00:00+08,2,9,11,129975,893460,1023435,140.29,282.92,423.21
2021-10-10 04:00:00+08,2,8,10,129975,875243,1005218,148.29,310.55,458.84
2021-10-10 08:00:00+08,2,8,10,129975,881321,1011296,156.3,239.14,395.44
2021-10-10 12:00:00+08,1,8,9,50532,946112,996644,85.82,256.02,341.84
2021-10-10 16:00:00+08,1,8,9,50532,946112,996644,89.82,288.02,377.84
2021-10-10 20:00:00+08,1,8,9,50532,1002352,1052884,93.82,306.96,400.78
2021-10-11 00:00:00+08,1,8,9,50532,1002352,1052884,97.82,338.96,436.78
2021-10-11 04:00:00+08,1,8,9,50532,1002352,1052884,101.82,370.96,472.78
2021-10-11 08:00:00+08,1,8,9,50532,1002352,1052884,105.82,402.96,508.78
2021-10-11 12:00:00+08,1,7,8,50532,900573,951105,109.82,374.74,484.56
2021-10-11 16:00:00+08,1,4,5,50532,533054,583586,113.82,269.26,383.08
2021-10-11 20:00:00+08,1,7,8,50532,696360,746892,117.82,289.72,407.54
2021-10-12 00:00:00+08,1,6,7,100887,550972,651859,49.19,178.62,227.81
2021-10-12 04:00:00+08,0,9,9,0,855905,855905,130.98,205.37,336.35
2021-10-12 08:00:00+08,0,8,8,0,739465,739465,130.97,203.91,334.88
2021-10-12 12:00:00+08,1,7,8,63007,612389,675396,105.12,171.34,276.46
2021-10-12 16:00:00+08,1,6,7,63007,516162,579169,90.06,83.67,173.73
2021-10-12 20:00:00+08,2,7,9,185966,717956,903922,95.2,85.47,180.67
2021-10-13 00:00:00+08,1,10,11,63007,1010450,1073457,102.76,115.88,218.64
2021-10-13 04:00:00+08,1,9,10,63007,901450,964457,106.75,122.35,229.1
2021-10-13 08:00:00+08,1,11,12,63007,1039457,1102464,110.76,162.73,273.49
2021-10-13 12:00:00+08,1,9,10,63007,903093,966100,36.32,150.99,187.31
2021-10-13 16:00:00+08,1,8,9,63007,815475,878482,40.32,164.6,204.92
2021-10-13 20:00:00+08,1,8,9,63007,798627,861634,44.31,176.47,220.78
2021-10-14 00:00:00+08,1,10,11,63007,842586,905593,48.31,210.46,258.77
2021-10-14 04:00:00+08,2,9,11,209655,741699,951354,47.69,201.8,249.49
2021-10-14 08:00:00+08,2,11,13,209655,1008394,1218049,55.67,243.37,299.04
2021-10-14 12:00:00+08,2,10,12,209655,974232,1183887,63.67,257.78,321.45
2021-10-14 16:00:00+08,2,9,11,209655,870387,1080042,71.69,262.98,334.67
2021-10-14 20:00:00+08,2,9,11,209655,770012,979667,79.71,237.1,316.81
2021-10-15 00:00:00+08,2,9,11,209655,746740,956395,87.71,249.22,336.93
2021-10-15 04:00:00+08,1,8,9,63007,732937,795944,69.39,255.93,325.32
2021-10-15 08:00:00+08,1,7,8,63007,631119,694126,73.38,231.75,305.13
2021-10-15 12:00:00+08,1,6,7,63007,601669,664676,104.92,120.11,225.03
2021-10-15 16:00:00+08,1,5,6,63007,550800,613807,108.92,98.47,207.39
2021-10-15 20:00:00+08,1,8,9,63007,824197,887204,112.92,123.61,236.53
2021-10-16 00:00:00+08,1,8,9,63007,824197,887204,116.92,155.61,272.53
2021-10-16 04:00:00+08,1,7,8,63007,696837,759844,120.92,141.02,261.94
2021-10-16 08:00:00+08,2,7,9,103888,771200,875088,127.1,139.14,266.24
2021-10-16 12:00:00+08,2,6,8,103888,708000,811888,135.1,149.54,284.64
2021-10-16 16:00:00+08,2,6,8,103888,708000,811888,143.1,173.54,316.64
2021-10-16 20:00:00+08,2,6,8,103888,644436,748324,151.11,165.66,316.77
2021-10-17 00:00:00+08,2,7,9,103888,656254,760142,159.12,190.93,350.05
2021-10-17 04:00:00+08,3,7,10,141162,590777,731939,137.19,180.48,317.67
2021-10-17 08:00:00+08,3,6,9,141162,578959,720121,149.19,199.21,348.4
2021-10-17 12:00:00+08,3,5,8,141162,473414,614576,161.19,181.55,342.74
2021-10-17 16:00:00+08,2,3,5,78155,301753,379908,48.52,133.56,182.08
2021-10-17 20:00:00+08,1,6,7,37274,628034,665308,146.28,148.77,295.05
2021-10-18 00:00:00+08,1,6,7,37274,637531,674805,191.24,109.62,300.86
2021-10-18 04:00:00+08,1,7,8,37274,747163,784437,195.24,137.51,332.75
2021-10-18 08:00:00+08,1,7,8,37274,747163,784437,199.24,165.51,364.75
2021-10-18 12:00:00+08,1,7,8,37274,747163,784437,203.24,193.51,396.75
2021-10-18 16:00:00+08,1,6,7,37274,607828,645102,207.24,114.49,321.73
2021-10-18 20:00:00+08,1,9,10,37274,793504,830778,83.3,121.55,204.85
2021-10-19 00:00:00+08,2,11,13,88049,1026158,1114207,91.18,160.05,251.23
2021-10-19 04:00:00+08,2,10,12,88049,985277,1073326,58.21,174.81,233.02
2021-10-19 08:00:00+08,2,12,14,88049,1058830,1146879,66.22,218.63,284.85
2021-10-19 12:00:00+08,2,12,14,88049,1058830,1146879,74.22,266.63,340.85
2021-10-19 16:00:00+08,1,10,11,37274,920029,957303,62.34,230.26,292.6
2021-10-19 20:00:00+08,1,9,10,37274,872499,909773,88.93,185.68,274.61
2021-10-20 00:00:00+08,2,12,14,140965,1018681,1159646,94.76,230.8,325.56
2021-10-20 04:00:00+08,2,12,14,140965,1018681,1159646,102.76,278.8,381.56
2021-10-20 08:00:00+08,2,13,15,140965,1071469,1212434,110.78,329.8,440.58
2021-10-20 12:00:00+08,3,13,16,182942,1071469,1254411,121.29,381.8,503.09
2021-10-20 16:00:00+08,3,12,15,182942,986694,1169636,133.29,410.96,544.25
2021-10-20 20:00:00+08,3,10,13,182942,797394,980336,145.3,344.21,489.51
2021-10-21 00:00:00+08,3,9,12,182942,711562,894504,157.3,356.73,514.03
2021-10-21 04:00:00+08,1,6,7,41977,515408,557385,18.51,275.96,294.47
2021-10-21 08:00:00+08,1,8,9,41977,726722,768699,154.32,279.12,433.44
2021-10-21 12:00:00+08,1,7,8,41977,789537,831514,158.3,256.47,414.77
2021-10-21 16:00:00+08,1,5,6,41977,533482,575459,162.3,103.5,265.8
2021-10-21 20:00:00+08,1,7,8,41977,695750,737727,166.29,57.79,224.08
2021-10-22 00:00:00+08,3,10,13,145033,1140088,1285121,173.51,91.79,265.3
2021-10-22 04:00:00+08,2,10,12,127797,1140088,1267885,181.26,131.79,313.05
2021-10-22 08:00:00+08,2,11,13,127797,1157324,1285121,197.08,172.22,369.3
2021-10-22 12:00:00+08,2,11,13,127797,1126934,1254731,104.24,189.76,294
2021-10-22 16:00:00+08,2,12,14,171622,1230548,1402170,60.32,237.4,297.72
2021-10-22 20:00:00+08,2,12,14,171622,1210916,1382538,124.53,262.39,386.92
2021-10-23 00:00:00+08,2,13,15,123880,1274316,1398196,123.01,311.76,434.77
2021-10-23 04:00:00+08,2,12,14,123880,1212427,1336307,137.21,310.54,447.75
2021-10-23 08:00:00+08,3,12,15,270658,1212427,1483085,149.2,358.54,507.74
2021-10-23 12:00:00+08,3,11,14,270658,1205543,1476201,161.2,379.51,540.71
2021-10-23 16:00:00+08,1,10,11,85820,1082406,1168226,144.12,365.74,509.86
2021-10-23 20:00:00+08,1,8,9,85820,840908,926728,152.27,228.96,381.23
2021-10-24 00:00:00+08,1,9,10,85820,961779,1047599,100.05,202.32,302.37
2021-10-24 04:00:00+08,1,10,11,85820,980054,1065874,104.03,241.09,345.12
2021-10-24 08:00:00+08,1,12,13,85820,1117407,1203227,108.01,230.68,338.69
2021-10-24 12:00:00+08,1,13,14,85820,1233107,1318927,112.01,279.56,391.57
2021-10-24 16:00:00+08,1,10,11,85820,1021731,1107551,116.03,218.49,334.52
2021-10-24 20:00:00+08,1,9,10,85820,893631,979451,106.08,205.16,311.24
2021-10-25 00:00:00+08,0,8,8,0,823971,823971,15.64,138.81,154.45
2021-10-25 04:00:00+08,0,8,8,0,899358,899358,15.63,139.43,155.06
2021-10-25 08:00:00+08,0,9,9,0,985178,985178,94.97,175.06,270.03
2021-10-25 12:00:00+08,0,9,9,0,985178,985178,94.97,211.06,306.03
2021-10-25 16:00:00+08,0,9,9,0,985178,985178,94.97,247.06,342.03
2021-10-25 20:00:00+08,1,10,11,113889,1074048,1187937,97.57,222.44,320.01
2021-10-26 00:00:00+08,1,12,13,113889,1163959,1277848,101.57,266.02,367.59
2021-10-26 04:00:00+08,1,13,14,113889,1329334,1443223,105.58,317.18,422.76
2021-10-26 08:00:00+08,1,13,14,113889,1340494,1454383,30.24,343.55,373.79
2021-10-26 12:00:00+08,1,11,12,113889,1253732,1367621,18.61,302.8,321.41
2021-10-26 16:00:00+08,0,12,12,0,1399292,1399292,0,348.19,348.19
2021-10-26 20:00:00+08,0,13,13,0,1513181,1513181,24.01,398.79,422.8
2021-10-27 00:00:00+08,0,13,13,0,1518018,1518018,24.01,401.3,425.31
2021-10-27 04:00:00+08,1,12,13,35000,1402318,1437318,24.99,388.39,413.38
2021-10-27 08:00:00+08,1,13,14,35000,1409194,1444194,28.94,402.98,431.92
2021-10-27 12:00:00+08,2,11,13,138891,1187656,1326547,34.08,358.63,392.71
2021-10-27 16:00:00+08,2,11,13,138891,1187656,1326547,42.08,402.63,444.71
2021-10-27 20:00:00+08,3,10,13,179369,1102968,1282337,52.34,430.99,483.33
2021-10-28 00:00:00+08,2,10,12,144369,1070693,1215062,43.43,384.35,427.78
2021-10-28 04:00:00+08,2,12,14,144369,1236979,1381348,75.41,428.38,503.79
2021-10-28 08:00:00+08,1,12,13,103891,1128407,1232298,83.03,372.31,455.34
2021-10-28 12:00:00+08,0,10,10,0,948143,948143,61.91,345.27,407.18
2021-10-28 16:00:00+08,1,8,9,99066,783837,882903,62.92,279.85,342.77
2021-10-28 20:00:00+08,1,13,14,99066,970539,1069605,98.36,298.64,397
2021-10-29 00:00:00+08,2,16,18,151579,1204822,1356401,106.24,354.38,460.62
2021-10-29 04:00:00+08,2,14,16,151579,1067364,1218943,100.4,327.93,428.33
2021-10-29 08:00:00+08,2,14,16,157675,1098294,1255969,68.66,358.3,426.96
2021-10-29 12:00:00+08,2,12,14,157675,935445,1093120,76.62,319.14,395.76
2021-10-29 16:00:00+08,2,10,12,157675,910391,1068066,105.99,271.68,377.67
2021-10-29 20:00:00+08,1,11,12,105162,997738,1102900,88.12,241.92,330.04
2021-10-30 00:00:00+08,0,10,10,0,901890,901890,43.4,228.26,271.66
2021-10-30 04:00:00+08,0,11,11,0,1007052,1007052,62.02,270.9,332.92
2021-10-30 08:00:00+08,0,11,11,0,1007052,1007052,62.02,314.9,376.92
2021-10-30 12:00:00+08,1,9,10,50689,918706,969395,64.81,285.59,350.4
2021-10-30 16:00:00+08,1,8,9,50689,844906,895595,68.79,293.98,362.77
2021-10-30 20:00:00+08,1,9,10,50689,898644,949333,72.74,307.91,380.65
2021-10-31 00:00:00+08,1,7,8,50689,680756,731445,54.8,194.93,249.73
2021-10-31 04:00:00+08,1,8,9,50689,718480,769169,58.81,182.39,241.2
2021-10-31 08:00:00+08,2,7,9,112157,638648,750805,45.32,115.89,161.21
2021-10-31 12:00:00+08,2,6,8,112157,489925,602082,53.32,100.91,154.23
2021-10-31 16:00:00+08,2,4,6,112157,408558,520715,61.32,87.41,148.73
2021-10-31 20:00:00+08,2,4,6,112157,495105,607262,69.32,78.04,147.36
2021-11-01 00:00:00+08,2,5,7,112157,557112,669269,58.71,49.77,108.48
2021-11-01 04:00:00+08,2,5,7,112157,557112,669269,66.71,69.77,136.48
2021-11-01 08:00:00+08,2,6,8,112157,673963,786120,74.71,91.51,166.22
2021-11-01 12:00:00+08,2,6,8,112157,673963,786120,82.71,115.51,198.22
2021-11-01 16:00:00+08,1,7,8,61468,826307,887775,35.93,142.16,178.09
2021-11-01 20:00:00+08,2,8,10,163185,876996,1040181,97.36,172.27,269.63
2021-11-02 00:00:00+08,2,8,10,163185,876996,1040181,105.36,204.27,309.63
2021-11-02 04:00:00+08,3,8,11,196876,876996,1073872,114.23,236.27,350.5
2021-11-02 08:00:00+08,4,9,13,305182,1020431,1325613,128.65,217.06,345.71
2021-11-02 12:00:00+08,3,8,11,203465,903368,1106833,127.89,215.74,343.63
2021-11-02 16:00:00+08,2,7,9,141997,838128,980125,99.95,173.73,273.68
2021-11-02 20:00:00+08,2,9,11,141997,962603,1104600,169.43,205.64,375.07
2021-11-03 00:00:00+08,3,10,13,247355,1067685,1315040,180.08,244.51,424.59
2021-11-03 04:00:00+08,3,9,12,329364,1016996,1346360,112.8,250.4,363.2
2021-11-03 08:00:00+08,4,9,13,375633,989219,1364852,94.06,273.49,367.55
2021-11-03 12:00:00+08,4,9,13,375633,989219,1364852,110.06,309.49,419.55
2021-11-03 16:00:00+08,3,9,12,267327,884046,1151373,91.63,278.71,370.34
2021-11-03 20:00:00+08,2,10,12,161969,805359,967328,118.6,178.34,296.94
2021-11-04 00:00:00+08,2,13,15,161969,1150472,1312441,152.53,222.16,374.69
2021-11-04 04:00:00+08,2,14,16,161969,1252378,1414347,160.54,274.8,435.34
2021-11-04 08:00:00+08,2,13,15,161969,1206280,1368249,141.2,269.28,410.48
2021-11-04 12:00:00+08,1,11,12,46269,1154307,1200576,114.95,245.18,360.13
2021-11-04 16:00:00+08,1,8,9,46269,823718,869987,98.94,124.75,223.69
2021-11-04 20:00:00+08,1,11,12,46269,1044089,1090358,141.45,163.13,304.58
2021-11-05 00:00:00+08,1,12,13,46269,1007964,1054233,145.41,181.28,326.69
2021-11-05 04:00:00+08,2,12,14,81290,1007964,1089254,150.89,229.28,380.17
2021-11-05 08:00:00+08,2,12,14,81290,981235,1062525,121.29,241.7,362.99
2021-11-05 12:00:00+08,2,12,14,81290,981235,1062525,129.29,289.7,418.99
2021-11-05 16:00:00+08,0,12,12,0,981235,981235,64.45,337.7,402.15
2021-11-05 20:00:00+08,0,10,10,0,754887,754887,15.1,211,226.1
2021-11-06 00:00:00+08,0,13,13,0,1063843,1063843,78.7,257.67,336.37
2021-11-06 04:00:00+08,0,12,12,0,982266,982266,78.7,288.44,367.14
2021-11-06 08:00:00+08,0,12,12,0,1100162,1100162,78.7,220.13,298.83
2021-11-06 12:00:00+08,0,9,9,0,875485,875485,78.69,113.99,192.68
2021-11-06 16:00:00+08,0,9,9,0,900097,900097,78.69,129.51,208.2
2021-11-06 20:00:00+08,0,10,10,0,1048308,1048308,15.09,145.67,160.76
2021-11-07 00:00:00+08,0,10,10,0,1114487,1114487,0,156.71,156.71
2021-11-07 04:00:00+08,0,11,11,0,1051788,1051788,0,171.49,171.49
2021-11-07 08:00:00+08,0,10,10,0,943489,943489,0,188.1,188.1
2021-11-07 12:00:00+08,0,10,10,0,1062907,1062907,0,221.78,221.78
2021-11-07 16:00:00+08,0,10,10,0,1062907,1062907,0,261.78,261.78
2021-11-07 20:00:00+08,1,12,13,145237,1170728,1315965,3.4,302.96,306.36
2021-11-08 00:00:00+08,3,11,14,421320,1057250,1478570,14.11,321.52,335.63
2021-11-08 04:00:00+08,3,11,14,421320,1128183,1549503,26.09,340.36,366.45
2021-11-08 08:00:00+08,4,10,14,508938,1040577,1549515,39.76,343.96,383.72
2021-11-08 12:00:00+08,4,9,13,508938,930577,1439515,55.76,329.69,385.45
2021-11-08 16:00:00+08,2,7,9,236341,702927,939268,29.21,249.14,278.35
2021-11-08 20:00:00+08,3,11,14,286970,1073492,1360462,86.89,280.35,367.24
2021-11-09 00:00:00+08,3,10,13,286970,972292,1259262,98.91,274.92,373.83
2021-11-09 04:00:00+08,3,11,14,286970,1075960,1362930,110.89,318.1,428.99
2021-11-09 08:00:00+08,3,9,12,286970,968139,1255109,122.91,288.91,411.82
2021-11-09 12:00:00+08,3,9,12,286970,968139,1255109,134.91,324.91,459.82
2021-11-09 16:00:00+08,2,7,9,138247,838466,976713,103.38,302.03,405.41
2021-11-09 20:00:00+08,2,8,10,138247,856155,994402,157.16,180.48,337.64
2021-11-10 00:00:00+08,2,8,10,138247,837371,975618,165.16,125.85,291.01
2021-11-10 04:00:00+08,3,11,14,223115,1190968,1414083,174.87,164.79,339.66
2021-11-10 08:00:00+08,2,11,13,138247,1190968,1329215,181.13,208.79,389.92
2021-11-10 12:00:00+08,2,11,13,138247,1190968,1329215,189.13,252.79,441.92
2021-11-10 16:00:00+08,2,10,12,138247,952685,1090932,148.48,210.16,358.64
2021-11-10 20:00:00+08,2,11,13,138247,1005537,1143784,156.5,228.78,385.28
2021-11-11 00:00:00+08,2,12,14,138247,1102437,1240684,182.78,232.65,415.43
2021-11-11 04:00:00+08,2,11,13,138247,1021626,1159873,190.74,223.68,414.42
2021-11-11 08:00:00+08,2,11,13,138247,1021626,1159873,198.74,267.68,466.42
2021-11-11 12:00:00+08,2,11,13,138247,1027831,1166078,206.74,271.91,478.65
2021-11-11 16:00:00+08,1,8,9,50629,751396,802025,87.28,206.49,293.77
2021-11-11 20:00:00+08,1,8,9,50629,831793,882422,158.31,191.48,349.79
2021-11-12 00:00:00+08,1,8,9,50629,831793,882422,162.31,223.48,385.79
2021-11-12 04:00:00+08,4,8,12,311382,831793,1143175,171.42,255.48,426.9
2021-11-12 08:00:00+08,4,10,14,311382,959403,1270785,187.42,290.17,477.59
2021-11-12 12:00:00+08,4,9,13,311382,767055,1078437,118.18,277.02,395.2
2021-11-12 16:00:00+08,2,9,11,157992,767055,925047,27.04,313.02,340.06
2021-11-12 20:00:00+08,1,11,12,122961,888778,1011739,132.62,285.4,418.02
2021-11-13 00:00:00+08,1,12,13,122961,771005,893966,154.21,210.66,364.87
2021-11-13 04:00:00+08,1,12,13,122961,771005,893966,158.21,258.66,416.87
2021-11-13 08:00:00+08,2,12,14,269552,838890,1108442,163.04,286.48,449.52
2021-11-13 12:00:00+08,2,12,14,269552,794713,1064265,171,303.88,474.88
2021-11-13 16:00:00+08,2,10,12,269552,724835,994387,178.99,297.43,476.42
2021-11-13 20:00:00+08,2,11,13,269552,864732,1134284,187.02,318.55,505.57
2021-11-14 00:00:00+08,3,9,12,310030,658716,968746,195.08,207.02,402.1
2021-11-14 04:00:00+08,3,10,13,310030,678438,988468,189.42,161.8,351.22
2021-11-14 08:00:00+08,3,10,13,373200,725535,1098735,193.81,168.52,362.33
2021-11-14 12:00:00+08,3,11,14,373200,829203,1202403,205.82,210.3,416.12
2021-11-14 16:00:00+08,3,9,12,373200,701193,1074393,217.85,205.3,423.15
2021-11-14 20:00:00+08,3,10,13,373200,838982,1212182,152.6,181.44,334.04
2021-11-15 00:00:00+08,3,8,11,345444,711593,1057037,125.73,154.29,280.02
2021-11-15 04:00:00+08,4,8,12,388424,711593,1100017,140.66,186.29,326.95
2021-11-15 08:00:00+08,4,7,11,388424,639723,1028147,185.26,122.46,307.72
2021-11-15 12:00:00+08,4,7,11,388424,639723,1028147,201.26,150.46,351.72
2021-11-15 16:00:00+08,4,5,9,388424,532081,920505,197.81,118.29,316.1
2021-11-15 20:00:00+08,4,6,10,388424,673529,1061953,213.82,138.66,352.48
2021-11-16 00:00:00+08,3,7,10,265463,686590,952053,135.78,166.41,302.19
2021-11-16 04:00:00+08,3,7,10,265463,742733,1008196,242.65,165.56,408.21
2021-11-16 08:00:00+08,3,9,12,265463,844049,1109512,254.66,200.34,455
2021-11-16 12:00:00+08,3,11,14,265463,1045588,1311051,266.64,242.39,509.03
2021-11-16 16:00:00+08,3,9,12,277915,928859,1206774,223.56,212.87,436.43
2021-11-16 20:00:00+08,3,8,11,277915,855877,1133792,235.56,183.16,418.72
2021-11-17 00:00:00+08,3,11,14,277915,1123603,1401518,308.77,225.98,534.75
2021-11-17 04:00:00+08,3,10,13,277915,1049098,1327013,320.76,246.27,567.03
2021-11-17 08:00:00+08,3,11,14,277915,1106928,1384843,332.77,287.24,620.01
2021-11-17 12:00:00+08,3,11,14,277915,1106928,1384843,344.77,331.24,676.01
2021-11-17 16:00:00+08,2,10,12,234935,964906,1199841,293.83,306.83,600.66
2021-11-17 20:00:00+08,2,11,13,234935,1006764,1241699,368.11,323.82,691.93
2021-11-18 00:00:00+08,1,10,11,118835,914773,1033608,342.74,278.51,621.25
2021-11-18 04:00:00+08,1,11,12,118835,1098691,1217526,381.99,276.79,658.78
2021-11-18 08:00:00+08,1,11,12,118835,1098691,1217526,385.99,320.79,706.78
2021-11-18 12:00:00+08,1,10,11,118835,1040861,1159696,389.99,335.83,725.82
2021-11-18 16:00:00+08,2,10,12,260191,970129,1230320,397.76,323.57,721.33
2021-11-18 20:00:00+08,1,8,9,141356,780558,921914,199.06,252.56,451.62
2021-11-19 00:00:00+08,1,8,9,141356,737020,878376,108.21,214.53,322.74
2021-11-19 04:00:00+08,1,10,11,141356,880912,1022268,210.95,220.9,431.85
2021-11-19 08:00:00+08,1,9,10,141356,802644,944000,214.95,201.19,416.14
2021-11-19 12:00:00+08,1,8,9,141356,870882,1012238,157.77,119.45,277.22
2021-11-19 16:00:00+08,1,7,8,141356,754782,896138,126.48,113.36,239.84
2021-11-19 20:00:00+08,1,9,10,141356,933682,1075038,130.49,142.08,272.57
2021-11-20 00:00:00+08,2,12,14,204572,1263931,1468503,135.42,183.78,319.2
2021-11-20 04:00:00+08,2,13,15,204572,1381106,1585678,143.49,233.72,377.21
2021-11-20 08:00:00+08,1,13,14,63216,1381106,1444322,107.73,285.72,393.45
2021-11-20 12:00:00+08,1,12,13,63216,1370018,1433234,159.33,243.6,402.93
2021-11-20 16:00:00+08,1,11,12,63216,1290595,1353811,163.33,250.43,413.76
2021-11-20 20:00:00+08,1,11,12,63216,1225212,1288428,167.25,228.27,395.52
2021-11-21 00:00:00+08,1,11,12,63216,1225212,1288428,171.25,272.27,443.52
2021-11-21 04:00:00+08,1,13,14,63216,1347043,1410259,175.25,319.48,494.73
2021-11-21 08:00:00+08,1,12,13,63216,1286843,1350059,179.25,358.87,538.12
2021-11-21 12:00:00+08,1,12,13,63216,1307984,1371200,183.25,400.56,583.81
2021-11-21 16:00:00+08,2,10,12,113823,1075109,1188932,190.91,366.56,557.47
2021-11-21 20:00:00+08,2,9,11,113823,1034631,1148454,198.9,381.89,580.79
2021-11-22 00:00:00+08,2,7,9,113823,815317,929140,206.93,347.17,554.1
2021-11-22 04:00:00+08,3,6,9,164520,696482,861002,119.96,299.99,419.95
2021-11-22 08:00:00+08,3,6,9,164520,757513,922033,131.96,245.35,377.31
2021-11-22 12:00:00+08,3,7,10,164520,811670,976190,143.98,270.05,414.03
2021-11-22 16:00:00+08,3,7,10,164520,811670,976190,155.98,298.05,454.03
2021-11-22 20:00:00+08,3,6,9,164520,670314,834834,120.38,269.89,390.27
2021-11-23 00:00:00+08,3,7,10,164520,722136,886656,132.36,297.43,429.79
2021-11-23 04:00:00+08,2,7,9,113823,763357,877180,116.6,251.67,368.27
2021-11-23 08:00:00+08,2,11,13,113823,1035384,1149207,154.35,284.4,438.75
2021-11-23 12:00:00+08,2,12,14,113823,1189122,1302945,162.35,328.69,491.04
2021-11-23 16:00:00+08,2,12,14,113823,1189122,1302945,170.35,376.69,547.04
2021-11-23 20:00:00+08,3,12,15,135894,1145485,1281379,181.04,350.18,531.22
2021-11-24 00:00:00+08,2,10,12,72678,936587,1009265,96.1,261.39,357.49
2021-11-24 04:00:00+08,2,12,14,77418,1033965,1111383,196,304.79,500.79
2021-11-24 08:00:00+08,3,12,15,119392,911893,1031285,218.66,234.85,453.51
2021-11-24 12:00:00+08,3,12,15,119392,911893,1031285,230.66,282.85,513.51
2021-11-24 16:00:00+08,2,12,14,92581,911893,1004474,226.73,330.85,557.58
2021-11-24 20:00:00+08,2,13,15,92581,921513,1014094,254,355.13,609.13
2021-11-25 00:00:00+08,2,14,16,92581,998212,1090793,261.96,384.3,646.26
2021-11-25 04:00:00+08,2,14,16,92581,998212,1090793,269.96,440.3,710.26
2021-11-25 08:00:00+08,2,14,16,92581,998212,1090793,277.96,496.3,774.26
2021-11-25 12:00:00+08,2,13,15,92581,964050,1056631,285.99,519.14,805.13
2021-11-25 16:00:00+08,3,8,11,118601,518415,637016,267.34,320.24,587.58
2021-11-25 20:00:00+08,3,3,6,118601,127017,245618,161.38,139.7,301.08
2021-11-26 00:00:00+08,2,3,5,76627,127017,203644,132.73,151.7,284.43
2021-11-26 04:00:00+08,2,4,6,76627,231374,308001,140.73,167.31,308.04
2021-11-26 08:00:00+08,2,5,7,76627,273348,349975,193.43,187.26,380.69
2021-11-26 12:00:00+08,2,5,7,76627,273348,349975,201.43,207.26,408.69
2021-11-26 16:00:00+08,0,5,5,0,273348,273348,58.68,227.26,285.94
2021-11-26 20:00:00+08,0,11,11,0,668842,668842,89.3,258.52,347.82
2021-11-27 00:00:00+08,0,12,12,0,719449,719449,217,306.45,523.45
2021-11-27 04:00:00+08,0,12,12,0,719449,719449,217,354.45,571.45
2021-11-27 08:00:00+08,1,13,14,39083,733374,772457,220.25,344.92,565.17
2021-11-27 12:00:00+08,1,13,14,39083,692972,732055,224.26,381.42,605.68
2021-11-27 16:00:00+08,0,11,11,0,644881,644881,172.45,332.24,504.69
2021-11-27 20:00:00+08,0,12,12,0,834112,834112,187.14,330.81,517.95
2021-11-28 00:00:00+08,0,10,10,0,785254,785254,142.46,318.22,460.68
2021-11-28 04:00:00+08,0,10,10,0,757687,757687,142.46,340.63,483.09
2021-11-28 08:00:00+08,0,10,10,0,751554,751554,142.44,307.04,449.48
2021-11-28 12:00:00+08,1,11,12,50749,879756,930505,130.46,336.3,466.76
