summary_time,moor_num,berth_num,stay_num,moor_dwt,berth_dwt,stay_dwt,total_wait_duration,total_berth_duration,total_stay_duration
2024-06-16 20:00:00+08,1,5,6,72807,586704,659511,58.49,123.08,181.57
2024-06-17 00:00:00+08,2,5,7,186696,543782,730478,65.17,101.5,166.67
2024-06-17 04:00:00+08,2,5,7,186696,543782,730478,73.17,121.5,194.67
2024-06-17 08:00:00+08,2,4,6,186696,502192,688888,34.66,127.36,162.02
2024-06-17 12:00:00+08,2,4,6,186696,502192,688888,42.66,143.36,186.02
2024-06-17 16:00:00+08,2,3,5,186696,341998,528694,50.66,97.97,148.63
2024-06-17 20:00:00+08,1,6,7,113889,557894,671783,22.68,65.68,88.36
2024-06-18 00:00:00+08,1,8,9,113889,762064,875953,65.59,70.45,136.04
2024-06-18 04:00:00+08,1,8,9,113889,762064,875953,69.59,102.45,172.04
2024-06-18 08:00:00+08,1,10,11,113889,946114,1060003,73.59,138.3,211.89
2024-06-18 12:00:00+08,1,10,11,113889,946114,1060003,77.59,178.3,255.89
2024-06-18 16:00:00+08,1,9,10,113889,883055,996944,81.59,196.96,278.55
2024-06-18 20:00:00+08,1,7,8,113889,829428,943317,85.58,170.15,255.73
2024-06-19 00:00:00+08,1,9,10,113889,935395,1049284,89.58,200.83,290.41
2024-06-19 04:00:00+08,2,9,11,186871,935395,1122266,94.59,236.83,331.42
2024-06-19 08:00:00+08,2,7,9,186871,716905,903776,63.69,166.34,230.03
2024-06-19 12:00:00+08,1,9,10,72982,935323,1008305,9.01,200.16,209.17
2024-06-19 16:00:00+08,1,5,6,72982,646250,719232,13,116.49,129.49
2024-06-19 20:00:00+08,1,7,8,72982,688384,761366,84.76,105.9,190.66
2024-06-20 00:00:00+08,2,8,10,99632,805235,904867,89.79,135.55,225.34
2024-06-20 04:00:00+08,2,8,10,99632,805235,904867,97.79,167.55,265.34
2024-06-20 08:00:00+08,2,8,10,99632,798306,897938,105.79,136.53,242.32
2024-06-20 12:00:00+08,2,8,10,99632,798306,897938,113.79,168.53,282.32
2024-06-20 16:00:00+08,2,8,10,204229,798306,1002535,107.61,200.53,308.14
2024-06-20 20:00:00+08,2,10,12,204229,894915,1099144,133.31,132.3,265.61
2024-06-21 00:00:00+08,2,11,13,204229,903334,1107563,141.3,137.25,278.55
2024-06-21 04:00:00+08,2,11,13,204229,903334,1107563,149.3,181.25,330.55
2024-06-21 08:00:00+08,2,12,14,204229,970966,1175195,157.31,228.54,385.85
2024-06-21 12:00:00+08,2,11,13,204229,936745,1140974,165.32,234.67,399.99
2024-06-21 16:00:00+08,2,9,11,204229,770073,974302,105.58,209.5,315.08
2024-06-21 20:00:00+08,2,10,12,204229,804841,1009070,113.6,247.61,361.21
2024-06-22 00:00:00+08,3,10,13,298709,804841,1103550,124.32,287.61,411.93
2024-06-22 04:00:00+08,3,10,13,298709,804841,1103550,136.32,327.61,463.93
2024-06-22 08:00:00+08,3,7,10,298709,633423,932132,130.56,278.06,408.62
2024-06-22 12:00:00+08,3,6,9,298709,637862,936571,142.56,228.26,370.82
2024-06-22 16:00:00+08,2,5,7,167462,534214,701676,103.73,206.35,310.08
2024-06-22 20:00:00+08,2,7,9,167462,641113,808575,111.72,125.19,236.91
2024-06-23 00:00:00+08,2,9,11,167462,835541,1003003,175.5,157.33,332.83
2024-06-23 04:00:00+08,2,7,9,167462,625956,793418,183.5,106.93,290.43
2024-06-23 08:00:00+08,2,7,9,167462,684178,851640,191.49,122.96,314.45
2024-06-23 12:00:00+08,2,7,9,167462,684178,851640,199.49,150.96,350.45
2024-06-23 16:00:00+08,2,6,8,167462,620997,788459,207.49,161.87,369.36
2024-06-23 20:00:00+08,2,7,9,167462,666324,833786,215.49,164.72,380.21
2024-06-24 00:00:00+08,2,8,10,167462,717040,884502,223.49,193.56,417.05
2024-06-24 04:00:00+08,1,7,8,72982,644128,717110,176.77,190.98,367.75
2024-06-24 08:00:00+08,1,7,8,72982,598462,671444,236.68,138.77,375.45
2024-06-24 12:00:00+08,1,7,8,72982,598462,671444,240.68,166.77,407.45
2024-06-24 16:00:00+08,1,5,6,72982,424018,497000,188.91,129.69,318.6
2024-06-24 20:00:00+08,1,8,9,72982,529458,602440,192.9,50.32,243.22
2024-06-25 00:00:00+08,1,7,8,72982,489399,562381,196.9,52.2,249.1
2024-06-25 04:00:00+08,1,7,8,72982,489399,562381,200.9,80.2,281.1
2024-06-25 08:00:00+08,1,7,8,72982,533722,606704,204.93,97.83,302.76
2024-06-25 12:00:00+08,1,6,7,72982,439242,512224,153.01,95.02,248.03
2024-06-25 16:00:00+08,1,6,7,72982,439242,512224,157.01,119.02,276.03
2024-06-25 20:00:00+08,1,7,8,72982,481856,554838,161.01,144.86,305.87
2024-06-26 00:00:00+08,1,5,6,72982,463348,536330,165,88.12,253.12
2024-06-26 04:00:00+08,1,7,8,72982,661382,734364,169,113.96,282.96
2024-06-26 08:00:00+08,1,8,9,72982,769478,842460,173.02,120.2,293.22
2024-06-26 12:00:00+08,1,8,9,72982,706621,779603,176.99,112.3,289.29
2024-06-26 16:00:00+08,1,7,8,72982,664007,736989,180.99,122.46,303.45
2024-06-26 20:00:00+08,1,10,11,72982,902415,975397,184.99,155.65,340.64
2024-06-27 00:00:00+08,1,10,11,72982,902415,975397,188.99,195.65,384.64
2024-06-27 04:00:00+08,1,9,10,72982,848953,921935,192.99,208.53,401.52
2024-06-27 08:00:00+08,1,11,12,72982,998023,1071005,196.99,250.27,447.26
2024-06-27 12:00:00+08,1,9,10,72982,937841,1010823,200.99,250.21,451.2
2024-06-27 16:00:00+08,1,7,8,72982,777247,850229,205,229.95,434.95
2024-06-27 20:00:00+08,1,11,12,72982,1054425,1127407,209,265.74,474.74
2024-06-28 00:00:00+08,1,13,14,72982,1106224,1179206,213,269.12,482.12
2024-06-28 04:00:00+08,1,12,13,72982,967317,1040299,217,265.17,482.17
2024-06-28 08:00:00+08,3,12,15,346038,971210,1317248,222.44,301.83,524.27
2024-06-28 12:00:00+08,2,12,14,200058,1054190,1254248,231.48,340.05,571.53
2024-06-28 16:00:00+08,2,12,14,200058,1094360,1294418,239.48,367.38,606.86
2024-06-28 20:00:00+08,2,10,12,200058,946949,1147007,247.48,278.85,526.33
2024-06-29 00:00:00+08,2,10,12,200058,946949,1147007,258.38,318.85,577.23
2024-06-29 04:00:00+08,2,10,12,200058,1066766,1266824,266.38,336.81,603.19
2024-06-29 08:00:00+08,2,8,10,200058,878320,1078378,274.38,258.5,532.88
2024-06-29 12:00:00+08,2,6,8,200058,761108,961166,282.38,211.75,494.13
2024-06-29 16:00:00+08,1,6,7,72982,707582,780564,257.19,82.8,339.99
2024-06-29 20:00:00+08,2,11,13,134591,1179040,1313631,300.04,116.06,416.1
2024-06-30 00:00:00+08,2,10,12,134591,1077261,1211852,308.04,126.71,434.75
2024-06-30 04:00:00+08,2,9,11,134591,1008954,1143545,316.03,144.29,460.32
2024-06-30 08:00:00+08,2,9,11,134591,1008954,1143545,324.03,180.29,504.32
2024-06-30 12:00:00+08,2,9,11,134591,1008954,1143545,332.03,216.29,548.32
2024-06-30 16:00:00+08,2,8,10,134591,978767,1113358,340.03,230.49,570.52
2024-06-30 20:00:00+08,2,8,10,134591,960105,1094696,348.03,235.58,583.61
2024-07-01 00:00:00+08,2,9,11,134591,1032465,1167056,356.02,239.7,595.72
2024-07-01 04:00:00+08,2,8,10,134591,878418,1013009,364.02,226.68,590.7
2024-07-01 08:00:00+08,2,8,10,134591,895914,1030505,336.29,223.55,559.84
2024-07-01 12:00:00+08,2,7,9,134591,786179,920770,344.29,212.5,556.79
2024-07-01 16:00:00+08,1,5,6,61609,575194,636803,47.12,139,186.12
2024-07-01 20:00:00+08,1,11,12,61609,1039765,1101374,357.84,169.41,527.25
2024-07-02 00:00:00+08,1,11,12,61609,1039765,1101374,361.84,213.41,575.25
2024-07-02 04:00:00+08,1,10,11,61609,989465,1051074,365.83,228.05,593.88
2024-07-02 08:00:00+08,0,9,9,0,975705,975705,306.72,254.13,560.85
2024-07-02 12:00:00+08,1,7,8,61609,707899,769508,309.49,155.48,464.97
2024-07-02 16:00:00+08,1,4,5,61609,527734,589343,6.77,118.38,125.15
2024-07-02 20:00:00+08,1,7,8,61609,828619,890228,10.77,93.68,104.45
2024-07-03 00:00:00+08,1,7,8,61609,828619,890228,14.77,121.68,136.45
2024-07-03 04:00:00+08,2,7,9,119959,790674,910633,20.68,119.04,139.72
2024-07-03 08:00:00+08,2,11,13,119959,1009276,1129235,28.68,157.28,185.96
2024-07-03 12:00:00+08,1,12,13,58350,1043772,1102122,9.92,202.94,212.86
2024-07-03 16:00:00+08,1,11,12,58350,962164,1020514,13.92,185.32,199.24
2024-07-03 20:00:00+08,1,11,12,58350,993611,1051961,17.92,216.82,234.74
2024-07-04 00:00:00+08,2,11,13,123714,993611,1117325,24.22,260.82,285.04
2024-07-04 04:00:00+08,2,12,14,123714,1114014,1237728,32.2,275.94,308.14
2024-07-04 08:00:00+08,2,12,14,123714,1048285,1171999,40.2,262.54,302.74
2024-07-04 12:00:00+08,1,11,12,65364,962605,1027969,14.32,275.11,289.43
2024-07-04 16:00:00+08,1,11,12,65364,970041,1035405,54.01,286.14,340.15
2024-07-04 20:00:00+08,1,7,8,65364,592313,657677,58.01,148.08,206.09
2024-07-05 00:00:00+08,1,8,9,65364,728007,793371,62.01,179.73,241.74
2024-07-05 04:00:00+08,2,8,10,203975,728007,931982,67.51,211.73,279.24
2024-07-05 08:00:00+08,1,8,9,138611,728007,866618,41.2,243.73,284.93
2024-07-05 12:00:00+08,1,8,9,138611,728007,866618,45.2,275.73,320.93
2024-07-05 16:00:00+08,1,9,10,138611,836843,975454,49.2,309.48,358.68
2024-07-05 20:00:00+08,1,12,13,138611,1085499,1224110,96.45,354.33,450.78
2024-07-06 00:00:00+08,1,12,13,138611,1085499,1224110,100.45,402.33,502.78
2024-07-06 04:00:00+08,2,11,13,202006,1019021,1221027,107.57,392.46,500.03
2024-07-06 08:00:00+08,2,12,14,202006,1294808,1496814,115.57,389.96,505.53
2024-07-06 12:00:00+08,2,11,13,202006,1226345,1428351,123.56,380.82,504.38
2024-07-06 16:00:00+08,1,11,12,138611,1226345,1364956,116.46,424.82,541.28
2024-07-06 20:00:00+08,1,12,13,138611,1330456,1469067,101.35,418.68,520.03
2024-07-07 00:00:00+08,1,12,13,138611,1330456,1469067,105.35,466.68,572.03
2024-07-07 04:00:00+08,1,11,12,138611,1265092,1403703,66.06,479.65,545.71
2024-07-07 08:00:00+08,1,11,12,138611,1265092,1403703,70.06,523.65,593.71
2024-07-07 12:00:00+08,1,9,10,138611,1010573,1149184,74.05,429.44,503.49
2024-07-07 16:00:00+08,1,6,7,138611,763886,902497,61.49,349.14,410.63
2024-07-07 20:00:00+08,1,8,9,138611,864544,1003155,65.49,376.18,441.67
2024-07-08 00:00:00+08,0,8,8,0,769567,769567,0,162.68,162.68
2024-07-08 04:00:00+08,1,7,8,130573,734799,865372,2.19,184.91,187.1
2024-07-08 08:00:00+08,1,10,11,130573,1084238,1214811,81.64,220.42,302.06
2024-07-08 12:00:00+08,1,10,11,130573,1165140,1295713,85.63,245.83,331.46
2024-07-08 16:00:00+08,1,10,11,130573,1165140,1295713,89.63,285.83,375.46
2024-07-08 20:00:00+08,1,9,10,130573,1064988,1195561,93.63,256.06,349.69
2024-07-09 00:00:00+08,1,9,10,130573,1009568,1140141,97.64,193.52,291.16
2024-07-09 04:00:00+08,2,8,10,295995,919180,1215175,103.22,200.86,304.08
2024-07-09 08:00:00+08,2,12,14,295995,1256669,1552664,111.22,243.8,355.02
2024-07-09 12:00:00+08,2,11,13,295995,1171964,1467959,119.22,261.28,380.5
2024-07-09 16:00:00+08,2,10,12,295995,1145093,1441088,127.22,295.04,422.26
2024-07-09 20:00:00+08,2,9,11,295995,1048600,1344595,135.2,222.97,358.17
2024-07-10 00:00:00+08,4,18,22,591990,2097200,2689190,286.4,517.94,804.34
2024-07-10 04:00:00+08,2,16,18,261146,1844954,2106100,251.24,496.02,747.26
2024-07-10 08:00:00+08,1,9,10,130573,995683,1126256,156.49,258.32,414.81
2024-07-10 12:00:00+08,2,10,12,182306,1112616,1294922,164.18,297.33,461.51
2024-07-10 16:00:00+08,2,10,12,182306,1112616,1294922,172.18,337.33,509.51
2024-07-10 20:00:00+08,2,9,11,182306,873852,1056158,180.21,235.75,415.96
2024-07-11 00:00:00+08,2,10,12,157091,977520,1134611,118.56,273.52,392.08
2024-07-11 04:00:00+08,2,7,9,214358,729192,943550,110.36,171.77,282.13
2024-07-11 08:00:00+08,2,9,11,214358,911498,1125856,213.56,206.51,420.07
2024-07-11 12:00:00+08,2,9,11,214358,911498,1125856,221.56,242.51,464.07
2024-07-11 16:00:00+08,1,7,8,109000,766823,875823,137.55,129.25,266.8
2024-07-11 20:00:00+08,1,8,9,109000,864265,973265,160.35,135.84,296.19
2024-07-12 00:00:00+08,1,9,10,109000,871149,980149,164.35,169.06,333.41
2024-07-12 04:00:00+08,2,8,10,203629,705727,909356,142.08,158.36,300.44
2024-07-12 08:00:00+08,2,9,11,203629,774099,977728,150.09,193.92,344.01
2024-07-12 12:00:00+08,2,9,11,203629,774099,977728,158.09,229.92,388.01
2024-07-12 16:00:00+08,2,8,10,203629,737530,941159,166.11,191.52,357.63
2024-07-12 20:00:00+08,2,8,10,203629,727002,930631,99.23,140.25,239.48
2024-07-13 00:00:00+08,2,11,13,203629,1098610,1302239,86.9,136.98,223.88
2024-07-13 04:00:00+08,2,11,13,203629,1098610,1302239,94.9,180.98,275.88
2024-07-13 08:00:00+08,2,10,12,203629,1091726,1295355,102.9,191.76,294.66
2024-07-13 12:00:00+08,2,8,10,203629,917996,1121625,92.12,158.46,250.58
2024-07-13 16:00:00+08,1,5,6,109000,607590,716590,63.54,100.03,163.57
2024-07-13 20:00:00+08,0,9,9,0,917071,917071,38.32,129.7,168.02
2024-07-14 00:00:00+08,0,11,11,0,1134898,1134898,106.62,170.01,276.63
2024-07-14 04:00:00+08,0,11,11,0,1055376,1055376,106.6,177,283.6
2024-07-14 08:00:00+08,1,12,13,140453,1192275,1332728,108.15,223.46,331.61
2024-07-14 12:00:00+08,1,12,13,140453,1192275,1332728,112.15,271.46,383.61
2024-07-14 16:00:00+08,1,13,14,140453,1218295,1358748,116.15,323.43,439.58
2024-07-14 20:00:00+08,1,10,11,140453,980209,1120662,13.53,299.93,313.46
2024-07-15 00:00:00+08,2,9,11,267529,933774,1201303,17.84,215.65,233.49
2024-07-15 04:00:00+08,2,9,11,267529,933774,1201303,25.84,251.65,277.49
2024-07-15 08:00:00+08,3,7,10,280592,694374,974966,34.9,198.03,232.93
2024-07-15 12:00:00+08,2,6,8,140139,668354,808493,17.37,202.05,219.42
2024-07-15 16:00:00+08,2,6,8,140139,756294,896433,58.5,188.09,246.59
2024-07-15 20:00:00+08,1,10,11,127076,1163463,1290539,53.44,220.41,273.85
2024-07-16 00:00:00+08,0,12,12,0,1198790,1198790,48.24,188.71,236.95
2024-07-16 04:00:00+08,0,11,11,0,1085312,1085312,48.24,204.95,253.19
2024-07-16 08:00:00+08,1,13,14,65890,1269974,1335864,51.9,251.47,303.37
2024-07-16 12:00:00+08,1,14,15,65890,1397050,1462940,88.45,307.23,395.68
2024-07-16 16:00:00+08,1,13,14,65890,1268489,1334379,92.45,342.33,434.78
2024-07-16 20:00:00+08,1,8,9,65890,924841,990731,81.31,192.43,273.74
2024-07-17 00:00:00+08,1,10,11,65890,1072800,1138690,85.3,228.55,313.85
2024-07-17 04:00:00+08,1,11,12,65890,1107296,1173186,89.3,272.51,361.81
2024-07-17 08:00:00+08,1,11,12,65890,1136553,1202443,93.3,304.33,397.63
2024-07-17 12:00:00+08,1,10,11,65890,1033015,1098905,97.3,311.21,408.51
2024-07-17 16:00:00+08,1,8,9,65890,885056,950946,101.31,315.07,416.38
2024-07-17 20:00:00+08,2,8,10,168751,848026,1016777,106.34,194.25,300.59
2024-07-18 00:00:00+08,2,9,11,168751,887109,1055860,114.34,227.18,341.52
2024-07-18 04:00:00+08,2,9,11,168751,887109,1055860,122.34,263.18,385.52
2024-07-18 08:00:00+08,2,10,12,168751,890845,1059596,97.79,255.64,353.43
2024-07-18 12:00:00+08,1,10,11,102861,890845,993706,50.13,295.64,345.77
2024-07-18 16:00:00+08,2,9,11,220036,809674,1029710,116.75,249.47,366.22
2024-07-18 20:00:00+08,2,8,10,220036,786365,1006401,124.75,271.24,395.99
2024-07-19 00:00:00+08,2,9,11,220036,793249,1013285,132.75,304.27,437.02
2024-07-19 04:00:00+08,2,8,10,220036,728478,948514,107.67,211.38,319.05
2024-07-19 08:00:00+08,2,9,11,220036,953110,1173146,115.66,208.47,324.13
2024-07-19 12:00:00+08,2,10,12,220036,1092445,1312481,123.66,248.1,371.76
2024-07-19 16:00:00+08,1,9,10,117175,934651,1051826,86.63,206.83,293.46
2024-07-19 20:00:00+08,1,13,14,117175,1287120,1404295,136.93,249.12,386.05
2024-07-20 00:00:00+08,1,12,13,117175,1221230,1338405,81.38,269.02,350.4
2024-07-20 04:00:00+08,1,13,14,117175,1302873,1420048,85.38,320.87,406.25
2024-07-20 08:00:00+08,1,13,14,117175,1368706,1485881,89.38,342.68,432.06
2024-07-20 12:00:00+08,1,13,14,117175,1368706,1485881,93.38,394.68,488.06
2024-07-20 16:00:00+08,0,10,10,0,1054020,1054020,0,334.5,334.5
2024-07-20 20:00:00+08,0,12,12,0,1290531,1290531,52.52,308.97,361.49
2024-07-21 00:00:00+08,0,11,11,0,1183028,1183028,52.53,290.94,343.47
2024-07-21 04:00:00+08,0,9,9,0,939041,939041,52.52,258.56,311.08
2024-07-21 08:00:00+08,0,9,9,0,939041,939041,52.52,294.56,347.08
2024-07-21 12:00:00+08,0,9,9,0,939041,939041,52.52,330.56,383.08
2024-07-21 16:00:00+08,0,8,8,0,857398,857398,52.52,326.71,379.23
2024-07-21 20:00:00+08,0,7,7,0,698439,698439,52.53,270.21,322.74
2024-07-22 00:00:00+08,0,8,8,0,811809,811809,52.52,178.5,231.02
2024-07-22 04:00:00+08,0,9,9,0,864592,864592,52.52,214.49,267.01
2024-07-22 08:00:00+08,0,8,8,0,718079,718079,52.52,176.93,229.45
2024-07-22 12:00:00+08,0,7,7,0,665296,665296,52.52,196.94,249.46
2024-07-22 16:00:00+08,0,6,6,0,631134,631134,52.52,203.42,255.94
2024-07-22 20:00:00+08,0,7,7,0,770578,770578,52.5,211.56,264.06
2024-07-23 00:00:00+08,0,9,9,0,868538,868538,52.5,150.66,203.16
2024-07-23 04:00:00+08,0,10,10,0,1007149,1007149,52.5,189.57,242.07
2024-07-23 08:00:00+08,0,12,12,0,1200375,1200375,52.5,235.58,288.08
2024-07-23 12:00:00+08,1,12,13,46305,1200375,1246680,53.06,283.58,336.64
2024-07-23 16:00:00+08,1,10,11,46305,1047809,1094114,4.56,243.79,248.35
2024-07-23 20:00:00+08,1,10,11,46305,1077490,1123795,8.56,221.61,230.17
2024-07-24 00:00:00+08,1,10,11,46305,1077490,1123795,12.56,261.61,274.17
2024-07-24 04:00:00+08,2,9,11,178340,1023292,1201632,16.94,267.57,284.51
2024-07-24 08:00:00+08,2,11,13,178340,1129450,1307790,24.94,308.93,333.87
2024-07-24 12:00:00+08,2,10,12,178340,990839,1169179,32.94,318.02,350.96
2024-07-24 16:00:00+08,2,11,13,178340,1132070,1310410,40.94,360.73,401.67
2024-07-24 20:00:00+08,2,11,13,178340,1013512,1191852,48.96,287.75,336.71
2024-07-25 00:00:00+08,2,11,13,178340,1013512,1191852,56.96,331.75,388.71
2024-07-25 04:00:00+08,2,10,12,178340,1012555,1190895,64.96,279,343.96
2024-07-25 08:00:00+08,2,11,13,178340,1099567,1277907,72.94,284.25,357.19
2024-07-25 12:00:00+08,2,11,13,178340,1086135,1264475,80.93,297.41,378.34
2024-07-25 16:00:00+08,2,9,11,178340,977712,1156052,88.93,259.76,348.69
2024-07-25 20:00:00+08,2,11,13,178340,1082047,1260387,96.93,275.78,372.71
2024-07-26 00:00:00+08,2,8,10,178340,788877,967217,104.93,160.59,265.52
2024-07-26 04:00:00+08,2,10,12,178340,829982,1008322,112.93,197.91,310.84
2024-07-26 08:00:00+08,3,10,13,325089,881904,1206993,121.98,178.28,300.26
2024-07-26 12:00:00+08,4,12,16,428757,1045811,1474568,134.96,225.09,360.05
2024-07-26 16:00:00+08,4,11,15,428757,974555,1403312,150.96,244.47,395.43
2024-07-26 20:00:00+08,3,14,17,382452,1151841,1534293,163.64,272.57,436.21
2024-07-27 00:00:00+08,3,13,16,382452,1117620,1500072,175.64,307.02,482.66
2024-07-27 04:00:00+08,3,12,15,382452,1049042,1431494,187.67,324.83,512.5
2024-07-27 08:00:00+08,3,11,14,382452,1125136,1507588,199.68,320.49,520.17
2024-07-27 12:00:00+08,3,11,14,382452,1125136,1507588,211.68,364.49,576.17
2024-07-27 16:00:00+08,3,8,11,382452,966866,1349318,223.67,318.22,541.89
2024-07-27 20:00:00+08,4,11,15,526595,1111971,1638566,236.82,290.6,527.42
2024-07-28 00:00:00+08,4,11,15,526595,1111971,1638566,252.82,334.6,587.42
2024-07-28 04:00:00+08,4,11,15,526595,982508,1509103,268.83,293.93,562.76
2024-07-28 08:00:00+08,3,10,13,382452,828800,1211252,271.65,263.39,535.04
2024-07-28 12:00:00+08,3,9,12,382452,839965,1222417,298.69,244.46,543.15
2024-07-28 16:00:00+08,3,9,12,382452,911903,1294355,310.69,267.41,578.1
2024-07-28 20:00:00+08,3,11,14,382452,982897,1365349,322.67,281.23,603.9
2024-07-29 00:00:00+08,3,11,14,382452,996115,1378567,334.65,297.12,631.77
2024-07-29 04:00:00+08,3,11,14,382452,996115,1378567,346.65,341.12,687.77
2024-07-29 08:00:00+08,2,9,11,278784,874377,1153161,289.67,320.28,609.95
2024-07-29 12:00:00+08,2,6,8,278784,608732,887516,297.67,219.52,517.19
2024-07-29 16:00:00+08,2,6,8,278784,661300,940084,378.86,230.11,608.97
2024-07-29 20:00:00+08,2,7,9,241035,673382,914417,303.41,229.49,532.9
2024-07-30 00:00:00+08,2,9,11,241035,851132,1092167,400.43,172.26,572.69
2024-07-30 04:00:00+08,1,9,10,109000,851132,960132,264.04,208.26,472.3
2024-07-30 08:00:00+08,1,11,12,109000,1086734,1195734,413.88,249.12,663
2024-07-30 12:00:00+08,1,9,10,109000,1003863,1112863,417.9,262.49,680.39
2024-07-30 16:00:00+08,1,9,10,109000,1003863,1112863,421.9,298.49,720.39
2024-07-30 20:00:00+08,1,11,12,109000,1138872,1247872,425.88,317.35,743.23
2024-07-31 00:00:00+08,1,11,12,109000,1138872,1247872,429.88,361.35,791.23
2024-07-31 04:00:00+08,0,11,11,0,1138872,1138872,400.28,405.35,805.63
2024-07-31 08:00:00+08,0,12,12,0,1247872,1247872,436.18,451.05,887.23
2024-07-31 12:00:00+08,0,12,12,0,1207842,1207842,436.16,458.89,895.05
2024-07-31 16:00:00+08,0,10,10,0,1041167,1041167,363,433.96,796.96
2024-07-31 20:00:00+08,0,13,13,0,1219329,1219329,363.01,482.48,845.49
2024-08-01 00:00:00+08,0,13,13,0,1166631,1166631,363.02,492.75,855.77
2024-08-01 04:00:00+08,0,12,12,0,1120326,1120326,285.78,413.44,699.22
2024-08-01 08:00:00+08,0,12,12,0,1118864,1118864,139.92,411.4,551.32
2024-08-01 12:00:00+08,0,11,11,0,1057377,1057377,139.92,417.23,557.15
2024-08-01 16:00:00+08,0,9,9,0,768663,768663,124.93,266.74,391.67
2024-08-01 20:00:00+08,0,10,10,0,1024781,1024781,89.04,185.32,274.36
2024-08-02 00:00:00+08,0,10,10,0,975946,975946,89.04,147.7,236.74
2024-08-02 04:00:00+08,0,9,9,0,814677,814677,0,80.47,80.47
2024-08-02 08:00:00+08,0,12,12,0,1006641,1006641,0,125.18,125.18
2024-08-02 12:00:00+08,0,12,12,0,1093193,1093193,0,159.16,159.16
2024-08-02 16:00:00+08,0,10,10,0,970266,970266,0,165.07,165.07
2024-08-02 20:00:00+08,0,11,11,0,1128663,1128663,0,175.89,175.89
2024-08-03 00:00:00+08,0,11,11,0,1128663,1128663,0,219.89,219.89
2024-08-03 04:00:00+08,0,10,10,0,1057550,1057550,0,240.89,240.89
2024-08-03 08:00:00+08,0,9,9,0,990683,990683,0,202.46,202.46
2024-08-03 12:00:00+08,0,9,9,0,990683,990683,0,238.46,238.46
2024-08-03 16:00:00+08,0,10,10,0,1121256,1121256,0,278.41,278.41
2024-08-03 20:00:00+08,0,11,11,0,1086992,1086992,0,249.43,249.43
2024-08-04 00:00:00+08,0,10,10,0,947657,947657,0,254.31,254.31
2024-08-04 04:00:00+08,0,9,9,0,800865,800865,0,236.09,236.09
2024-08-04 08:00:00+08,0,9,9,0,708485,708485,0,198.5,198.5
2024-08-04 12:00:00+08,0,7,7,0,508895,508895,0,118.95,118.95
2024-08-04 16:00:00+08,0,3,3,0,319956,319956,0,58.77,58.77
2024-08-04 20:00:00+08,0,7,7,0,745510,745510,0,55.43,55.43
2024-08-05 00:00:00+08,1,8,9,13063,812196,825259,1.66,85.64,87.3
2024-08-05 04:00:00+08,1,8,9,13063,812196,825259,5.66,117.64,123.3
2024-08-05 08:00:00+08,1,7,8,13063,770606,783669,9.65,134.44,144.09
2024-08-05 12:00:00+08,1,7,8,13063,770606,783669,13.65,162.44,176.09
2024-08-05 16:00:00+08,0,5,5,0,527599,527599,0,117.57,117.57
2024-08-05 20:00:00+08,0,6,6,0,454971,454971,19.56,116.03,135.59
2024-08-06 00:00:00+08,0,6,6,0,545980,545980,19.56,115.02,134.58
2024-08-06 04:00:00+08,0,8,8,0,720026,720026,19.56,143.28,162.84
2024-08-06 08:00:00+08,0,7,7,0,706963,706963,0,161.19,161.19
2024-08-06 12:00:00+08,0,6,6,0,683654,683654,0,170.96,170.96
2024-08-06 16:00:00+08,0,6,6,0,683654,683654,0,194.96,194.96
2024-08-06 20:00:00+08,0,6,6,0,619113,619113,0,160.04,160.04
2024-08-07 00:00:00+08,0,7,7,0,689554,689554,0,131.2,131.2
2024-08-07 04:00:00+08,1,8,9,107820,723716,831536,3.36,162.9,166.26
2024-08-07 08:00:00+08,1,9,10,107820,869399,977219,7.36,196.49,203.85
2024-08-07 12:00:00+08,1,9,10,107820,869399,977219,11.36,232.49,243.85
2024-08-07 16:00:00+08,1,9,10,107820,869399,977219,15.36,268.49,283.85
2024-08-07 20:00:00+08,0,9,9,0,712940,712940,0,148.18,148.18
2024-08-08 00:00:00+08,0,11,11,0,892051,892051,22.46,186.01,208.47
2024-08-08 04:00:00+08,0,11,11,0,892051,892051,22.46,230.01,252.47
2024-08-08 08:00:00+08,0,10,10,0,881454,881454,22.46,231.18,253.64
2024-08-08 12:00:00+08,0,9,9,0,819967,819967,22.46,254.15,276.61
2024-08-08 16:00:00+08,0,9,9,0,819967,819967,22.46,290.15,312.61
2024-08-08 20:00:00+08,0,8,8,0,810050,810050,22.46,279.84,302.3
2024-08-09 00:00:00+08,0,8,8,0,768865,768865,22.46,247.39,269.85
2024-08-09 04:00:00+08,0,9,9,0,909530,909530,22.46,283.15,305.61
2024-08-09 08:00:00+08,0,9,9,0,909530,909530,22.46,319.15,341.61
2024-08-09 12:00:00+08,0,9,9,0,909530,909530,22.46,355.15,377.61
2024-08-09 16:00:00+08,0,8,8,0,828431,828431,22.46,345.32,367.78
2024-08-09 20:00:00+08,0,9,9,0,789654,789654,22.46,286.98,309.44
2024-08-10 00:00:00+08,0,10,10,0,852804,852804,22.46,324.46,346.92
2024-08-10 04:00:00+08,0,9,9,0,764780,764780,22.46,330.62,353.08
2024-08-10 08:00:00+08,0,8,8,0,730550,730550,22.46,352.96,375.42
