summary_time,moor_num,berth_num,stay_num,moor_dwt,berth_dwt,stay_dwt,total_moor_duration,total_berth_duration,total_stay_duration,average_moor_duration,average_berth_duration,average_stay_duration
2023-11-18 04:00:00+00:00,27.5364138391992,46.07115950263542,73.60757334183462,1675374.3221025656,2432183.6289505223,4107557.9510530876,2035.3222095816773,2126.502528545096,5716.176747051935,74.49987654554067,46.09779958720523,77.73228390643665
2023-11-18 08:00:00+00:00,26.708230751308452,45.41569215143078,72.12392290273925,1646337.6731163617,2416858.278697914,4063195.951814276,2033.7714918154852,2068.6983059637587,5622.091827931678,76.67798280808995,45.54163626031041,78.03120810723235
2023-11-18 12:00:00+00:00,25.932745058273753,44.75087091218924,70.68361597046298,1604222.3118732567,2402691.282601974,4006913.5944752307,2025.2545058044282,2036.7858086517556,5535.85597570576,78.53885850761654,45.54567863234716,78.39379128645788
2023-11-18 16:00:00+00:00,25.23056218022344,44.138921347509715,69.36948352773315,1549571.6535289532,2387383.859665567,3936955.513194521,2005.6658458578956,2027.8105096851893,5461.046090478396,79.81434721262706,45.997145482823775,78.78395041239538
2023-11-18 20:00:00+00:00,24.647799571898858,43.61386517839758,68.26166475029643,1485257.5387902705,2368198.5277367886,3853456.0665270584,1972.0571949328705,2036.6245879443904,5402.596402067917,80.20114858114397,46.76260457954742,79.187855383268
2023-11-19 00:00:00+00:00,24.206591581708594,43.17149459489832,67.37808617660693,1413902.95903074,2342305.4997279043,3756208.4587586448,1923.8193068105097,2056.7492489416454,5362.464048309474,79.55507424330817,47.710964944364925,79.61588882182272
2023-11-19 04:00:00+00:00,23.910418497762766,42.75532311372287,66.66574161148564,1337044.6618794473,2306715.482893147,3643760.144772594,1861.8303235149008,2079.5962637087264,5337.376509654361,77.87190773508858,48.715928684321504,80.08227092518746
2023-11-19 08:00:00+00:00,23.729338105532385,42.341848189745235,66.07118629527761,1255421.6181259134,2263370.9605962355,3518792.5787221487,1788.1792212566204,2099.949927698606,5321.447168293963,75.32898838178929,49.6778901659408,80.55816723588791
2023-11-19 12:00:00+00:00,23.633667656924043,41.93764832987766,65.5713159868017,1172265.4857246154,2218064.757895062,3390330.2436196785,1708.007018791601,2114.622106097927,5308.116462457887,72.25583080117462,50.50533280374292,80.96795302234601
2023-11-19 16:00:00+00:00,23.612012106522407,41.64340157085585,65.25541367737826,1095223.5256568126,2181095.5856108614,3276319.111267675,1629.5027271866525,2126.334396380748,5298.687262884782,69.05474898222784,51.134896190896804,81.21885559550833
2023-11-19 20:00:00+00:00,23.63556242619556,41.519217495645236,65.1547799218408,1032597.6568427408,2158695.0640283967,3191292.7208711375,1562.4181967597272,2138.235545821838,5296.038771065681,66.21741292788342,51.561960103351424,81.31076430067759
2023-11-20 00:00:00+00:00,23.664864308905155,41.56651110115917,65.23137541006432,991092.984900141,2150406.296749714,3141499.2816498545,1513.5060511587092,2153.027400796709,5300.730155504958,64.12172471764356,51.850414799746396,81.29758323933581
2023-11-20 04:00:00+00:00,23.645372163940536,41.70825722355614,65.35362938749668,972863.2279585038,2149984.84571439,3122848.073672893,1482.5547378014828,2171.8720274701677,5308.345202664611,62.885241494103035,52.12116089946333,81.27284545528978
2023-11-20 08:00:00+00:00,23.547545827328328,41.86705327826225,65.41459910559057,975749.3975449115,2151866.901953863,3127616.2994987755,1465.0789592847489,2193.978944900042,5314.370368532319,62.40366294197221,52.44966108830987,81.29866103017856
2023-11-20 12:00:00+00:00,23.409244389139104,42.02636507150949,65.43560946064858,995484.4659184681,2155483.907410853,3150968.373329321,1452.9380603399725,2218.943356739887,5317.867358970623,62.24164433901888,52.843199414013995,81.33296930611895
2023-11-20 16:00:00+00:00,23.287604285499217,42.23852425996665,65.52612854546585,1025385.2703343017,2166166.2087511816,3191551.4790854836,1437.1559486704523,2246.624004154503,5320.090579932819,61.87948697684592,53.23018479916996,81.25903155480785
2023-11-20 20:00:00+00:00,23.26341119163018,42.55657488628112,65.81998607791128,1058990.9427581313,2188219.253824499,3247210.19658263,1410.5337229816937,2276.3577841726647,5325.024227942738,60.8106727716114,53.52677284484505,80.97287328586663
2023-11-21 00:00:00+00:00,23.35686176387632,43.00090396710482,66.35776573098113,1088614.1203719606,2222874.9419009946,3311489.062272956,1369.477449612609,2307.481825358956,5336.763549546286,58.835071534506255,53.69261716962425,80.48788253487227
2023-11-21 04:00:00+00:00,23.536630873890967,43.52014412587625,67.05677499976721,1107318.882136385,2265145.9955723374,3372464.8777087224,1314.056379646302,2337.3242594775506,5356.597006736432,56.04763453321416,53.73253234755253,79.92638365944836
2023-11-21 08:00:00+00:00,23.738368296972563,44.05547543033442,67.79384372730698,1111824.8261051907,2309171.293765398,3420996.119870588,1251.638529886965,2364.186355638556,5386.355564086031,52.92849122516153,53.68442024364485,79.46942817880996
2023-11-21 12:00:00+00:00,23.910088928181572,44.523469535114586,68.43355846329618,1103379.6694921127,2348179.8385281446,3451559.5080202566,1192.102232835221,2385.1974583629217,5422.547405584191,50.017109210663904,53.586772945984926,79.2292403630603
